timestamp,open,high,low,close,volume
2025-06-11 04:40:00,2795.88,2795.9,2795.55,2795.89,93.793
2025-06-11 04:41:00,2796.54,2796.89,2796.53,2796.89,113.759
2025-06-11 04:42:00,2797.56,2797.57,2796.6,2796.61,178.685
2025-06-11 04:43:00,2794.74,2794.75,2794.49,2794.49,20.686
2025-06-11 04:44:00,2791.7,2791.71,2791.33,2791.33,238.785
2025-06-11 04:45:00,2793.18,2793.61,2793.18,2793.61,102.705
2025-06-11 04:46:00,2791.1,2791.1,2791.09,2791.09,39.118
2025-06-11 04:47:00,2793.39,2793.79,2793.39,2793.79,96.369
2025-06-11 04:48:00,2796.94,2796.94,2796.68,2796.8,33.314
2025-06-11 04:49:00,2794.76,2795.58,2794.76,2795.57,13.076
2025-06-11 04:50:00,2795.33,2795.51,2795.32,2795.51,48.659
2025-06-11 04:51:00,2793.7,2793.71,2793.03,2793.03,14.926
2025-06-11 04:52:00,2793.85,2793.86,2793.36,2793.36,48.062
2025-06-11 04:53:00,2795.66,2795.67,2795.66,2795.67,63.226
2025-06-11 04:54:00,2796.6,2796.6,2795.7,2795.7,60.374
2025-06-11 04:55:00,2796.47,2796.5,2796.09,2796.09,71.605
2025-06-11 04:56:00,2796.45,2796.45,2796.1,2796.32,11.065
2025-06-11 04:57:00,2797.09,2797.09,2796.9,2796.9,114.366
2025-06-11 04:58:00,2796.61,2796.83,2796.61,2796.82,81.728
2025-06-11 04:59:00,2796.08,2796.08,2796.07,2796.07,22.534
2025-06-11 05:00:00,2796.4,2797.24,2796.4,2796.58,94.37
2025-06-11 05:01:00,2794.33,2795.74,2794.23,2795.73,312.915
2025-06-11 05:02:00,2794.02,2794.02,2793.89,2793.89,57.283
2025-06-11 05:03:00,2795.37,2796.33,2795.36,2796.01,400.591
2025-06-11 05:04:00,2792.49,2792.49,2792.49,2792.49,0.268
2025-06-11 05:05:00,2794.5,2794.5,2793.63,2793.99,176.313
2025-06-11 05:06:00,2792.32,2793.22,2791.89,2792.93,1021.028
2025-06-11 05:07:00,2792.67,2793.06,2792.05,2792.05,400.86
2025-06-11 05:08:00,2788.63,2788.64,2788.0,2788.48,588.125
2025-06-11 05:09:00,2788.03,2788.03,2788.03,2788.03,7.06
2025-06-11 05:10:00,2788.57,2788.58,2788.57,2788.58,15.389
2025-06-11 05:11:00,2791.36,2791.36,2791.36,2791.36,0.01
2025-06-11 05:12:00,2791.07,2791.08,2791.07,2791.07,5.378
2025-06-11 05:13:00,2790.59,2790.59,2790.59,2790.59,1.018
2025-06-11 05:14:00,2792.71,2792.83,2792.71,2792.83,10.2
2025-06-11 05:15:00,2792.5,2792.8,2792.5,2792.79,20.498
2025-06-11 05:16:00,2791.81,2791.81,2791.07,2791.07,63.42
2025-06-11 05:17:00,2791.87,2791.88,2791.87,2791.87,2.997
2025-06-11 05:18:00,2789.73,2789.73,2789.0,2789.0,60.685
2025-06-11 05:19:00,2789.1,2789.11,2789.1,2789.1,11.118
2025-06-11 05:20:00,2787.54,2787.54,2787.4,2787.4,203.55
2025-06-11 05:21:00,2788.33,2788.34,2788.33,2788.33,3.416
2025-06-11 05:22:00,2789.45,2789.46,2789.45,2789.45,8.621
2025-06-11 05:23:00,2789.39,2789.39,2789.39,2789.39,3.0
2025-06-11 05:24:00,2789.58,2789.59,2789.0,2789.0,13.278
2025-06-11 05:25:00,2794.55,2795.26,2794.54,2795.25,62.675
2025-06-11 05:26:00,2795.53,2796.64,2795.53,2796.21,350.851
2025-06-11 05:27:00,2796.4,2796.41,2796.4,2796.41,27.417
2025-06-11 05:28:00,2798.22,2798.23,2798.22,2798.22,29.377
2025-06-11 05:29:00,2797.65,2797.65,2797.64,2797.65,51.507
2025-06-11 05:30:00,2800.75,2800.75,2800.35,2800.35,137.295
2025-06-11 05:31:00,2798.17,2798.18,2798.17,2798.17,2.53
2025-06-11 05:32:00,2796.24,2796.25,2796.0,2796.0,77.537
2025-06-11 05:33:00,2795.88,2795.89,2795.88,2795.88,0.621
2025-06-11 05:34:00,2793.58,2793.59,2792.24,2792.24,194.821
2025-06-11 05:35:00,2791.24,2791.63,2791.23,2791.62,224.388
2025-06-11 05:36:00,2792.59,2792.59,2792.59,2792.59,1.011
2025-06-11 05:37:00,2791.78,2791.78,2791.78,2791.78,5.088
2025-06-11 05:38:00,2793.29,2794.42,2793.29,2794.42,334.666
2025-06-11 05:39:00,2793.02,2793.4,2793.02,2793.39,76.913
2025-06-11 05:40:00,2792.73,2792.73,2792.72,2792.72,11.995
2025-06-11 05:41:00,2793.16,2793.16,2792.84,2792.84,17.412
2025-06-11 05:42:00,2792.08,2792.08,2791.5,2791.5,117.213
2025-06-11 05:43:00,2791.27,2791.37,2791.27,2791.37,12.05
2025-06-11 05:44:00,2793.64,2793.81,2793.59,2793.59,37.946
2025-06-11 05:45:00,2792.89,2792.89,2792.59,2792.6,39.173
2025-06-11 05:46:00,2794.52,2794.53,2794.52,2794.52,0.535
2025-06-11 05:47:00,2795.64,2795.64,2795.48,2795.48,12.004
2025-06-11 05:48:00,2790.7,2790.7,2790.51,2790.51,25.496
2025-06-11 05:49:00,2792.11,2793.39,2792.11,2793.38,128.373
2025-06-11 05:50:00,2793.11,2793.11,2793.11,2793.11,0.011
2025-06-11 05:51:00,2793.34,2793.34,2793.34,2793.34,0.075
2025-06-11 05:52:00,2795.05,2795.53,2795.05,2795.52,134.022
2025-06-11 05:53:00,2795.7,2795.7,2795.7,2795.7,0.46
2025-06-11 05:54:00,2795.3,2795.3,2795.0,2795.0,382.109
2025-06-11 05:55:00,2795.11,2795.12,2795.11,2795.11,6.219
2025-06-11 05:56:00,2794.77,2794.77,2794.77,2794.77,0.408
2025-06-11 05:57:00,2793.95,2793.95,2793.84,2793.84,3.718
2025-06-11 05:58:00,2793.83,2794.24,2793.67,2794.23,161.45
2025-06-11 05:59:00,2793.24,2793.24,2793.0,2793.01,19.017
2025-06-11 06:00:00,2792.84,2793.54,2792.84,2793.53,167.576
2025-06-11 06:01:00,2793.5,2793.87,2793.5,2793.86,16.735
2025-06-11 06:02:00,2795.13,2795.14,2795.13,2795.14,1.564
2025-06-11 06:03:00,2795.34,2795.6,2795.29,2795.29,145.934
2025-06-11 06:04:00,2796.35,2796.35,2796.35,2796.35,0.5
2025-06-11 06:05:00,2796.6,2796.61,2796.6,2796.61,5.138
2025-06-11 06:06:00,2795.72,2795.72,2795.13,2795.13,59.267
