timestamp,open,high,low,close,volume
2025-06-07 11:34:00,105180.1,105207.8,105180.0,105207.8,3.81
2025-06-07 11:35:00,105207.8,105266.8,105190.0,105190.0,7.799
2025-06-07 11:36:00,105188.8,105316.1,105176.4,105316.1,8.637
2025-06-07 11:37:00,105316.0,105316.0,105174.3,105185.1,1.089
2025-06-07 11:38:00,105185.1,105303.3,105176.5,105176.5,6.602
2025-06-07 11:39:00,105179.8,105179.9,105166.3,105170.4,1.828
2025-06-07 11:40:00,105165.8,105172.3,105130.8,105130.9,7.582
2025-06-07 11:41:00,105130.9,105179.0,105086.4,105114.3,5.171
2025-06-07 11:42:00,105115.1,105179.8,105105.1,105131.0,2.787
2025-06-07 11:43:00,105131.0,105179.8,105115.1,105115.1,8.834
2025-06-07 11:44:00,105119.0,105125.0,105119.0,105123.7,1.276
2025-06-07 11:45:00,105123.7,105129.5,105115.2,105115.2,1.682
2025-06-07 11:46:00,105115.2,105117.7,105115.1,105117.6,1.277
2025-06-07 11:47:00,105117.6,105123.7,105103.5,105105.4,0.792
2025-06-07 11:48:00,105105.4,105128.3,105104.8,105118.9,3.521
2025-06-07 11:49:00,105128.4,105128.4,105077.3,105078.9,2.689
2025-06-07 11:50:00,105079.0,105083.3,105061.2,105083.3,8.855
2025-06-07 11:51:00,105082.5,105107.1,105082.5,105098.8,2.147
2025-06-07 11:52:00,105096.6,105098.6,105075.8,105076.0,2.24
2025-06-07 11:53:00,105075.8,105075.8,105035.8,105037.5,5.838
2025-06-07 11:54:00,105037.5,105076.0,105024.1,105024.1,2.897
2025-06-07 11:55:00,105024.2,105024.4,105019.7,105019.8,0.887
2025-06-07 11:56:00,105019.8,105019.8,105014.3,105019.8,3.886
2025-06-07 11:57:00,105019.8,105023.5,105019.6,105021.8,0.679
2025-06-07 11:58:00,105028.3,105028.3,105021.8,105021.8,0.415
2025-06-07 11:59:00,105024.4,105105.6,105024.4,105094.4,6.727
2025-06-07 12:00:00,105096.8,105146.1,105094.4,105140.0,9.795
2025-06-07 12:01:00,105140.1,105154.8,105140.1,105154.7,4.665
2025-06-07 12:02:00,105154.7,105175.5,105154.7,105171.8,3.767
2025-06-07 12:03:00,105171.8,105195.4,105163.4,105179.9,7.265
2025-06-07 12:04:00,105179.9,105198.1,105173.2,105177.4,5.167
2025-06-07 12:05:00,105177.5,105237.5,105173.0,105199.9,5.717
2025-06-07 12:06:00,105182.9,105189.9,105177.5,105178.1,0.169
2025-06-07 12:07:00,105180.0,105190.2,105179.9,105189.9,0.972
2025-06-07 12:08:00,105190.2,105199.3,105179.8,105191.5,0.741
2025-06-07 12:09:00,105188.9,105388.8,105188.8,105211.4,4.977
2025-06-07 12:10:00,105188.8,105211.4,105173.1,105180.0,6.63
2025-06-07 12:11:00,105186.3,105195.3,105180.0,105195.3,5.249
2025-06-07 12:12:00,105189.0,105190.3,105182.1,105188.9,6.598
2025-06-07 12:13:00,105187.7,105216.2,105187.7,105216.1,1.735
2025-06-07 12:14:00,105216.2,105242.3,105198.8,105208.4,10.682
2025-06-07 12:15:00,105208.6,105208.7,105181.4,105184.3,5.557
2025-06-07 12:16:00,105177.5,105187.1,105177.4,105183.9,5.891
2025-06-07 12:17:00,105186.8,105187.1,105164.8,105187.1,6.49
2025-06-07 12:18:00,105187.1,105187.2,105184.7,105185.1,2.801
2025-06-07 12:19:00,105185.1,105187.9,105185.1,105186.4,1.417
2025-06-07 12:20:00,105185.9,105190.8,105183.3,105188.9,2.597
2025-06-07 12:21:00,105188.9,105194.4,105183.3,105194.3,2.164
2025-06-07 12:22:00,105194.3,105326.4,105157.4,105175.9,7.715
2025-06-07 12:23:00,105175.9,105246.4,105163.2,105207.8,3.773
2025-06-07 12:24:00,105207.6,105240.1,105199.2,105207.6,1.709
2025-06-07 12:25:00,105207.7,105222.0,105207.7,105221.4,4.062
2025-06-07 12:26:00,105221.4,105246.2,105221.4,105246.2,8.198
2025-06-07 12:27:00,105242.5,105244.9,105213.3,105213.3,8.826
2025-06-07 12:28:00,105222.5,105240.0,105222.4,105231.7,5.514
2025-06-07 12:29:00,105231.7,105241.6,105222.0,105241.0,6.321
2025-06-07 12:30:00,105236.6,105241.2,105232.4,105237.6,0.105
2025-06-07 12:31:00,105237.6,105242.6,105237.5,105241.5,1.468
2025-06-07 12:32:00,105241.5,105276.5,105205.0,105276.5,22.471
2025-06-07 12:33:00,105244.4,105358.8,105223.4,105238.0,10.527
2025-06-07 12:34:00,105241.0,105243.5,105190.0,105190.0,15.081
2025-06-07 12:35:00,105193.5,105240.0,105193.4,105240.0,3.507
2025-06-07 12:36:00,105241.4,105256.4,105207.5,105211.1,3.173
2025-06-07 12:37:00,105211.1,105253.8,105195.2,105253.8,6.478
2025-06-07 12:38:00,105253.8,105463.8,105237.2,105364.1,496.154
2025-06-07 12:39:00,105364.1,105364.1,105290.2,105309.8,6.253
2025-06-07 12:40:00,105309.8,105388.3,105294.0,105362.5,36.853
2025-06-07 12:41:00,105362.5,105555.5,105257.9,105546.5,98.821
2025-06-07 12:42:00,105546.4,105606.6,105546.4,105605.3,202.515
2025-06-07 12:43:00,105605.4,105606.8,105538.1,105542.5,19.69
2025-06-07 12:44:00,105542.5,105563.3,105520.8,105554.9,18.949
2025-06-07 12:45:00,105554.8,105625.0,105481.3,105481.3,15.19
2025-06-07 12:46:00,105481.3,105482.1,105459.4,105461.1,9.608
2025-06-07 12:47:00,105461.1,105461.3,105440.7,105442.0,10.238
2025-06-07 12:48:00,105442.0,105442.0,105424.5,105434.9,4.976
2025-06-07 12:49:00,105435.1,105435.1,105425.0,105427.1,2.335
2025-06-07 12:50:00,105427.1,105441.0,105390.7,105391.1,9.471
2025-06-07 12:51:00,105394.5,105415.8,105391.0,105397.1,4.547
2025-06-07 12:52:00,105396.0,105423.1,105372.9,105423.0,5.453
2025-06-07 12:53:00,105423.0,105440.3,105421.9,105423.0,7.313
2025-06-07 12:54:00,105420.3,105434.7,105418.9,105434.7,8.026
2025-06-07 12:55:00,105434.6,105434.7,105375.8,105382.7,4.463
2025-06-07 12:56:00,105379.9,105388.4,105344.2,105370.1,2.773
2025-06-07 12:57:00,105374.0,105374.1,105353.5,105369.4,6.647
2025-06-07 12:58:00,105369.4,105410.1,105341.6,105384.7,10.975
2025-06-07 12:59:00,105385.0,105397.6,105384.7,105396.0,5.55
2025-06-07 13:00:00,105395.9,105400.0,105340.0,105340.0,11.03
2025-06-07 13:01:00,105344.0,105344.0,105337.0,105337.1,1.889
2025-06-07 13:02:00,105337.1,105338.5,105318.0,105318.0,5.424
2025-06-07 13:03:00,105318.0,105331.3,105302.8,105329.2,59.14
