timestamp,open,high,low,close,volume
2025-06-07 11:34:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:35:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:36:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:37:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:38:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:39:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:40:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:41:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:42:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:43:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:44:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:45:00,0.6678,0.6678,0.6678,0.6678,0.0
2025-06-07 11:46:00,0.668,0.668,0.668,0.668,53.0
2025-06-07 11:47:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:48:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:49:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:50:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:51:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:52:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:53:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:54:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:55:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:56:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:57:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:58:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 11:59:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:00:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:01:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:02:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:03:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:04:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:05:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:06:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:07:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:08:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:09:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:10:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:11:00,0.668,0.668,0.668,0.668,0.0
2025-06-07 12:12:00,0.668,0.668,0.668,0.668,0.0
